공고날짜,발주청,시도,공고번호,입찰날짜,연면적,대지면적,예가율,세대수,기초금액,1순위예가율,낙찰하한율
2022.7.14,서울특별시 서초구,서울특별시 ,20220716256,2022.7.25,75558,7601,1.005948,835,3377042000,,0.8045
2022.7.13,경기도 양주시,경기도 ,20220715947,2022.7.22,71324,9982,1.00919,427,1725872660,1.0094918,0.8295
2022.7.11,충청남도 홍성군,충청남도 ,20220712050,2022.7.21,82440,24025,0.993055,470,2043800521,0.9932582,0.8295
2022.7.8,경기도 용인시,경기도 ,20220709546,2022.7.21,65825,16268,1.003508,378,1721992213,1.00408,0.8295
2022.7.12,대구광역시,대구광역시,20220713644,2022.7.21,109668,9283,0.98905,540,3487402271,0.9892298,0.8045
2022.7.8,경기도 의왕시,경기도 ,20220642641,2022.7.19,148228,52642,0.989215,900,3292843000,0.9892566,0.8045
2022.7.7,경기도 평택시,경기도 ,20220708934,2022.7.19,218441,88191,1.010273,1255,3655344430,1.0120504,0.7295
2022.7.6,경상남도 창원시,경상남도 ,20220703982,2022.7.19,170523,59422,0.99097,998,4292311251,0.9914637,0.8045
2022.7.6,경상남도 창원시,경상남도 ,20220703909,2022.7.19,165975,53120,1.010045,967,4124085067,1.0114393,0.8045
2022.7.4,부산광역시 사상구,부산광역시 ,20220636801,2022.7.18,139161,47838,0.99585,840,4232348397,0.9958518,0.8045
2022.7.6,전라북도 군산시,전라북도 ,20220705164,2022.7.15,128069,35431,0.985925,704,3257719592,0.9874248,0.8045
2022.7.4,인천광역시 경제자유구역청,인천광역시 ,20220703007,2022.7.15,113280,42347,1.006245,670,2550079715,1.0065804,0.8045
2022.7.4,인천광역시 경제자유구역청,인천광역시 ,20220703064,2022.7.15,101192,34541,0.985348,560,2425661637,0.9862349,0.8045
2022.7.1,경기도 이천시,경기도 ,20220642424,2022.7.13,157599,45553,0.996838,937,4084826269,0.9968771,0.8045
2022.7.1,경기도 이천시,경기도 ,20220642351,2022.7.13,134447,38619,0.995143,885,3505517944,0.9954034,0.8045
2022.7.5,제주특별자치도 제주시,제주특별자치도 ,20220704519,2022.7.12,10876,8423,0.988893,90,501567600,0.9941202,0.8495
2022.6.23,서울특별시 은평구,서울특별시 ,20220632210,2022.7.12,363149,111665,0.993713,2451,7788687000,0.9964,0.7295
2022.6.30,서울특별시 중랑구,서울특별시 ,20220642963,2022.7.12,21764,1594,1.00085,351,827649000,1.0012412,0.8295
2022.6.29,경기도 용인시,경기도 ,20220640664,2022.7.11,42823,9667,1.010158,225,1493099207,1.0115203,0.8495
2022.6.28,울산광역시 남구,울산광역시 ,20220639155,2022.7.8,72957,11760,0.99846,402,1658667561,0.9986214,0.8295
2022.6.29,대구광역시,대구광역시,20220640190,2022.7.8,155562,19239,1.009845,677,4108558131,1.0100002,0.8045
2022.6.22,부산광역시 연제구,부산광역시 ,20220631818,2022.7.4,53245,15090,0.984733,334,1288664226,0.9871547,0.8295
2022.6.22,서울특별시 강북구,서울특별시 ,20220631730,2022.7.4,20613,1895,1.009673,426,774217997,1.0170609,0.8295
2022.6.22,충청남도 아산시,충청남도 ,20220628156,2022.7.4,81972,29258,0.988565,438,1958108567,0.9886988,0.8295
2022.6.21,전라남도 장흥군,전라남도 ,20220626697,2022.7.4,46911,16710,0.997863,295,982705251,0.9983874,0.8495
2022.6.22,대전광역시,대전광역시,20220632235,2022.7.1,166761,45088,1.002383,1029,2741234960,1.0031195,0.7295
2022.6.22,대전광역시,대전광역시,20220632359,2022.7.1,114082,31211,0.996365,725,1864903860,0.9966006,0.8045
2022.6.21,인천광역시 계양구,인천광역시 ,20220630884,2022.7.1,57187,13004,0.995855,340,1742839420,0.9960598,0.8295
2022.6.22,경기도 화성시,경기도 ,20220632349,2022.7.1,37876,24028,0.999843,166,1213634822,0.9999999,0.8495
2022.6.20,충청남도 예산군,충청남도 ,20220625755,2022.6.30,135884,40154,0.991983,601,2175023128,0.9922351,0.8045
2022.6.15,서울특별시 동작구,서울특별시 ,20220620512,2022.6.27,90540,13843,1.012875,608,3024525177,1.0143593,0.8045
2022.6.15,강원도 강릉시,강원도 ,20220617861,2022.6.27,44380,12116,0.99534,176,1271540252,0.995766,0.8495
2022.6.15,인천광역시 계양구,인천광역시 ,20220615544,2022.6.24,194392,48025,0.999508,1370,4800329030,0.99998,0.7295
2022.6.14,인천광역시 서구,인천광역시 ,20220616152,2022.6.24,152551,46063,0.992995,875,3206592466,0.9930982,0.8045
2022.6.15,강원도 속초시,강원도 ,20220621965,2022.6.24,98565,8387,1.010325,546,2320825960,1.013767,0.8045
2022.6.16,제주특별자치도 제주시,제주특별자치도 ,20220621492,2022.6.23,29790,9998,0.998885,136,1185552430,0.9989279,0.8495
2022.6.14,전라북도 군산시,전라북도 ,20220616795,2022.6.23,34358,9998,1.007193,219,666240808,1.0078863,0.8495
2022.6.14,경기도 수원시,경기도 ,20220616161,2022.6.23,87190,30621,1.000355,482,2696873770,1.0004489,0.8295
2022.6.13,경기도 부천시,경기도 ,20220613751,2022.6.23,24121,6166,0.993098,189,712976920,0.9941984,0.8495
2022.6.10,경기도 부천시,경기도 ,20220612582,2022.6.23,9438,2842,0.99772,100,308445055,0.9982552,0.8495
2022.6.13,서울특별시 용산구,서울특별시 ,20220613832,2022.6.23,157352,36675,0.997423,750,4322646678,0.9975601,0.8045
2022.6.13,울산광역시 남구,울산광역시 ,20220614912,2022.6.22,49709,8683,1.012385,302,1653972548,1.012675,0.8295
2022.6.13,경기도 화성시,경기도 ,20220615876,2022.6.22,130870,61822,1.000978,640,2728964791,1.0014702,0.8045
2022.6.13,경기도 화성시,경기도 ,20220615891,2022.6.22,128952,61783,1.007135,616,2688740289,1.0073661,0.8045
2022.6.13,경기도 화성시,경기도 ,20220615372,2022.6.22,111547,53773,0.987228,660,2182038254,0.98949,0.8045
2022.6.9,경기도 수원시,경기도 ,20220609479,2022.6.20,24096,8378,1.000695,128,834929900,1.0011999,0.8495
2022.6.8,강원도 원주시,강원도 ,20220606049,2022.6.17,41115,12838,0.991898,353,1063492082,0.992758,0.8295
2022.6.8,대구광역시,대구광역시,20220607710,2022.6.17,54474,16358,1.00123,316,1518746877,1.0013,0.8295
2022.6.3,경기도 의정부시,경기도 ,20220604047,2022.6.16,16591,4374,0.995958,121,613356881,0.9968,0.8495
2022.6.3,경상북도 포항시,경상북도 ,20220603029,2022.6.15,116664,33242,0.996493,678,3092570000,0.9966324,0.8045
2022.6.3,전라북도 군산시,전라북도 ,20220602454,2022.6.14,152261,40430,1.000695,873,3301528597,1.0007143,0.8045
2022.5.31,충청남도 천안시,충청남도 ,20220545193,2022.6.14,94899,27635,0.986895,592,2145633280,0.9882978,0.8045
2022.5.31,서울특별시 관악구,서울특별시 ,20220544823,2022.6.14,79158,22463,1.003518,571,2299006468,1.00354,0.8045
2022.6.2,경기도 양주시,경기도 ,20220602236,2022.6.13,162641,44508,0.998783,1172,3680562610,0.9991339,0.7295
2022.6.2,경기도 오산시,경기도 ,20220601055,2022.6.13,59967,22254,0.999168,380,1457677955,0.99958,0.8295
2022.6.2,경기도 오산시,경기도 ,20220601226,2022.6.13,42443,15491,1.006463,264,1071568782,1.0066828,0.8495
2022.5.31,경상남도 양산시,경상남도 ,20220543563,2022.6.10,52808,14283,0.983618,300,1560425833,0.9873984,0.8295
2022.5.30,서울특별시 강북구,서울특별시 ,20220541813,2022.6.10,20613,1895,0.99678,426,774217997,0.9992301,0.8295
2022.5.31,충청남도 아산시,충청남도 ,20220544044,2022.6.10,89126,26421,1.002543,498,1495534420,1.0027562,0.8295
2022.5.30,전라북도 익산시,전라북도 ,20220542832,2022.6.9,45873,13737,0.996373,298,1402950917,0.9966699,0.8495
2022.5.26,경기도 성남시,경기도 ,20220537823,2022.6.9,15911,3930,1.004673,145,613740541,1.0061701,0.8495
2022.5.30,경상남도 김해시,경상남도 ,20220541651,2022.6.9,178656,52137,0.994808,922,4709290874,0.994829,0.8045
2022.5.25,충청북도 진천군,충청북도 ,20220536623,2022.6.8,65256,20996,1.00458,679,1197087731,1.004794,0.8045
2022.5.31,서울특별시 영등포구,서울특별시 ,20220544850,2022.6.8,44852,3767,0.999838,597,1428418000,1.0000998,0.8045
2022.5.25,충청남도 천안시,충청남도 ,20220536870,2022.6.7,212865,59850,0.993813,1284,5001317000,0.9940732,0.7295
2022.5.25,충청남도 천안시,충청남도 ,20220536499,2022.6.7,197292,54918,1.01293,1199,4486422340,1.0132658,0.7295
2022.5.25,강원도 원주시,강원도 ,20220535668,2022.6.7,181678,54579,1.002608,975,4380726091,1.0031481,0.8045
2022.5.25,충청남도 천안시,충청남도 ,20220536845,2022.6.7,80910,41186,1.004335,453,1997680480,1.0043716,0.8295
2022.5.24,경기도 용인시,경기도 ,20220535213,2022.6.7,14574,4049,1.007498,94,505154745,1.0089741,0.8495
2022.5.23,인천광역시 서구,인천광역시 ,20220531989,2022.6.3,10170,3033,0.984175,91,408271617,0.9959702,0.8495
2022.5.20,울산광역시 남구,울산광역시 ,20220529651,2022.6.3,117929,9535,1.010353,481,2801400322,1.011314,0.8295
2022.5.19,충청남도 천안시,충청남도 ,20220526699,2022.5.31,18425,6339,0.989738,149,555039980,0.9914986,0.8495
2022.5.18,충청남도 홍성군,충청남도 ,20220524976,2022.5.30,282816,89233,1.002668,1474,6216118529,1.00333,0.7295
2022.5.17,대구광역시 남구,대구광역시 ,20220522365,2022.5.27,253821,64539,0.978355,1758,6805308353,0.9841909,0.7295
2022.5.18,울산광역시,울산광역시,20220526224,2022.5.27,100515,27197,1.002328,607,2464025874,1.0023521,0.8045
2022.5.16,경기도 부천시,경기도 ,20220521207,2022.5.26,24121,6166,1.001505,189,712976920,1.0017633,0.8495
2022.5.16,충청북도 청주시,충청북도 ,20220520779,2022.5.25,135275,22881,0.993863,602,3329153484,0.9939032,0.8045
2022.5.13,전라남도 영암군,전라남도 ,20220517897,2022.5.25,40195,12262,1.01019,265,1097131213,1.0109516,0.8495
2022.5.10,경기도 성남시,경기도 ,20220510102,2022.5.23,11073,2670,0.996148,117,443404099,0.9972603,0.8495
2022.5.12,경기도 화성시,경기도 ,20220515829,2022.5.23,25180,11034,0.99115,224,866637497,0.9929143,0.8495
2022.5.10,인천광역시 연수구,인천광역시 ,20220512055,2022.5.20,28005,8548,1.01112,218,834485068,1.0117915,0.8495
2022.4.29,대구광역시 남구,대구광역시 ,20220448477,2022.5.20,301374,72536,0.992303,2023,6521939968,0.9935169,0.7295
2022.5.11,경기도 화성시,경기도 ,20220514727,2022.5.20,140284,47403,0.998558,862,3167058821,0.9991131,0.8045
2022.5.10,대전광역시,대전광역시,20220512768,2022.5.19,343931,98945,1.008435,1754,4593511190,1.0086798,0.7295
2022.5.10,부산광역시 연제구,부산광역시 ,20220510454,2022.5.19,71702,7556,0.999178,368,2028344295,0.9995931,0.8295
2022.5.9,경상북도 포항시,경상북도 ,20220509578,2022.5.19,256344,64660,1.009568,1455,6386708000,1.01106,0.7295
2022.5.6,경상남도 김해시,경상남도 ,20220507234,2022.5.18,42793,11923,1.005785,253,1208214332,1.0059548,0.8495
2022.5.4,제주특별자치도 서귀포시,제주특별자치도 ,20220501939,2022.5.17,117617,86006,0.998983,503,4287005309,0.9991012,0.8045
2022.5.4,제주특별자치도 서귀포시,제주특별자치도 ,20220501895,2022.5.17,6977,9832,1.000943,75,323618867,1.0030401,0.8495
2022.4.29,부산광역시 남구,부산광역시 ,20220447974,2022.5.17,695221,182074,0.998863,4488,16441212518,1.00047,0.7295
2022.5.9,서울특별시 광진구,서울특별시 ,20220510136,2022.5.17,30276,2237,1.01444,480,1211910976,1.0170916,0.8295
2022.5.6,대구광역시 수성구,대구광역시 ,20220506866,2022.5.17,63065,26225,1.009033,490,2681542340,1.0092421,0.8295
2022.5.3,강원도 속초시,강원도 ,20220503090,2022.5.16,38291,45772,1.00646,228,1377070560,1.00665,0.8495
2022.5.2,경상남도 사천시,경상남도 ,20220501672,2022.5.13,173645,51424,0.995968,1051,4127200290,0.9962792,0.7295
2022.5.2,인천광역시 미추홀구,인천광역시 ,20220501193,2022.5.12,73951,20667,0.999258,562,1979897866,0.99955,0.8045
2022.5.3,서울특별시 서초구,서울특별시 ,20220502989,2022.5.12,220557,50662,0.987848,1097,6935206000,0.9886226,0.7295
2022.5.3,서울특별시 서초구,서울특별시 ,20220502947,2022.5.12,27437,5918,1.000848,178,1041835000,1.0017425,0.8495
2022.4.27,경상북도 구미시,경상북도 ,20220443468,2022.5.11,102514,26305,0.98974,756,2585193962,0.9900521,0.8045
2022.4.29,충청남도 천안시,충청남도 ,20220447698,2022.5.11,99309,26938,1.0044,584,2571545320,1.0045175,0.8045
2022.4.27,충청북도 음성군,충청북도 ,20220443586,2022.5.10,110918,34625,0.994648,644,2727728079,0.9949567,0.8045
2022.4.27,울산광역시 남구,울산광역시 ,20220445072,2022.5.10,53650,8693,0.987188,329,1471213550,0.9873918,0.8295
2022.4.27,경상북도 구미시,경상북도 ,20220443441,2022.5.10,148842,40386,0.997588,907,3752125896,0.9977485,0.8045
2022.4.28,경기도 파주시,경기도 ,20220445724,2022.5.10,83934,30469,0.999223,518,1821105000,0.9992367,0.8045
2022.4.27,대전광역시 동구,대전광역시 ,20220443649,2022.5.9,31134,9377,0.998175,224,783268662,0.9983961,0.8495
2022.4.25,경상북도 포항시,경상북도 ,20220440411,2022.5.6,323468,94460,0.995238,1668,7524695000,0.99564,0.7295
2022.4.21,서울특별시 성북구,서울특별시 ,20220431425,2022.5.6,21396,1393,1.0109,415,816263041,1.0177681,0.8295
2022.4.25,경기도 오산시,경기도 ,20220438592,2022.5.6,72271,25317,0.99197,414,1329958270,0.9920881,0.8295
2022.4.21,경상남도 사천시,경상남도 ,20220434673,2022.5.4,146277,13459,1.00986,677,3603965650,1.0098675,0.8045
2022.4.21,강원도 원주시,강원도 ,20220433123,2022.5.2,171493,51221,1.00716,1167,4050291110,1.0081503,0.7295
2022.4.20,경기도 평택시,경기도 ,20220432790,2022.5.2,144370,43211,0.992153,916,3535334990,0.9922997,0.8045
2022.4.20,충청북도 충북경제자유구역청,충청북도 ,20220431562,2022.4.29,260688,95701,1.015745,1113,4989085958,1.016997,0.7295
2022.4.19,부산광역시,부산광역시,20220429304,2022.4.29,186875,82741,0.996595,1120,3667498622,0.9971955,0.7295
2022.4.20,광주광역시 광산구,광주광역시 ,20220432570,2022.4.29,51030,23477,1.003935,304,1394681614,1.004007,0.8295
2022.4.20,경상북도 경산시,경상북도 ,20220432022,2022.4.29,128885,31812,1.00257,745,2496314155,1.0027572,0.8045
2022.4.19,서울특별시 서초구,서울특별시 ,20220429317,2022.4.28,4346,1082,0.991265,34,194444000,0.996648,0.8495
2022.4.14,대전광역시 중구,대전광역시 ,20220423468,2022.4.27,123497,36096,0.99234,808,2828824239,0.9923855,0.8045
2022.4.20,경기도 파주시,경기도 ,20220431845,2022.4.27,155370,38990,0.990703,1213,3267792000,0.9919801,0.7295
2022.4.15,경상북도 포항시,경상북도 ,20220425234,2022.4.27,211166,57548,1.007165,999,4527204000,1.0072829,0.8045
2022.4.15,충청북도 옥천군,충청북도 ,20220424022,2022.4.26,76807,24513,0.996298,499,2023031010,0.996717,0.8295
2022.4.13,부산광역시 사상구,부산광역시 ,20220420936,2022.4.25,4300,18093,0.99428,120,605910049,0.9959384,0.8495
2022.4.14,강원도 원주시,강원도 ,20220420681,2022.4.25,212451,64892,1.007735,997,4987333177,1.008168,0.8045
2022.4.12,인천광역시 서구,인천광역시 ,20220416345,2022.4.22,116931,35842,0.994835,736,2977596447,0.9949103,0.8045
2022.4.12,경기도 평택시,경기도 ,20220417848,2022.4.22,168566,51378,0.9952,1063,4277005340,0.995266,0.7295
2022.4.14,제주특별자치도 제주시,제주특별자치도 ,20220421720,2022.4.21,13776,22469,0.991903,134,604943600,0.9933769,0.8495
2022.4.12,경상북도 칠곡군,경상북도 ,20220417658,2022.4.21,58145,16627,1.001458,352,1515667691,1.0017273,0.8295
2022.4.8,경기도 파주시,경기도 ,20220411804,2022.4.19,170707,61920,1.00407,1057,4278520000,1.0040999,0.7295
2022.4.8,경기도 오산시,경기도 ,20220411565,2022.4.19,147287,54549,1.006033,844,3625609769,1.0070803,0.8045
2022.4.7,전라남도 무안군,전라남도 ,20220410774,2022.4.19,114691,44080,1.005278,685,2609276720,1.0054807,0.8045
2022.4.7,전라남도 무안군,전라남도 ,20220410729,2022.4.19,62591,23922,1.000638,372,1596080680,1.00084,0.8295
2022.4.6,경상남도 사천시,경상남도 ,20220407206,2022.4.19,145492,63660,1.00237,1100,3611092260,1.003073,0.7295
2022.4.8,대구광역시,대구광역시,20220412668,2022.4.19,109190,8654,0.99144,457,2767508570,0.991685,0.8295
2022.3.24,경상북도 구미시,경상북도 ,20220339492,2022.4.18,413671,141413,1.000928,2740,6277934624,1.0021282,0.7295
2022.4.6,인천광역시 경제자유구역청,인천광역시 ,20220408739,2022.4.18,97621,35611,1.000488,583,2462868849,1.0005007,0.8045
2022.4.6,서울특별시 광진구,서울특별시 ,20220407415,2022.4.18,25905,2102,0.991523,439,1038439002,0.9917886,0.8295
2022.4.7,울산광역시,울산광역시,20220410727,2022.4.18,121161,29563,1.008085,675,3072286848,1.0080857,0.8045
2022.4.5,전라북도 익산시,전라북도 ,20220406717,2022.4.15,16479,5336,0.995423,120,380490939,1.003593,0.8495
2022.4.4,대전광역시,대전광역시,20220404305,2022.4.14,114168,40402,1.004895,690,3135751690,1.0052978,0.8045
2022.4.4,대전광역시,대전광역시,20220404209,2022.4.14,109613,36739,0.99674,659,3012708554,0.9973854,0.8045
2022.4.5,부산광역시 동래구,부산광역시 ,20220400973,2022.4.14,46263,21859,0.998873,303,988341860,0.9989601,0.8295
2022.4.4,경기도 부천시,경기도 ,20220402394,2022.4.14,7818,2381,1.006298,81,320078217,1.021325,0.8495
2022.4.1,경기도 의정부시,경기도 ,20220351034,2022.4.13,127443,43085,0.99206,767,3397168920,0.9923999,0.8045
2022.4.1,경상남도 양산시,경상남도 ,20220400872,2022.4.13,49312,12931,1.010808,301,1417254352,1.0109488,0.8295
2022.4.1,전라북도 김제시,전라북도 ,20220400423,2022.4.13,25072,8408,1.008463,168,548784260,1.0097506,0.8495
2022.3.29,충청북도 음성군,충청북도 ,20220347075,2022.4.11,152822,48331,0.996295,875,3734142615,0.996344,0.8045
2022.3.30,경기도 양주시,경기도 ,20220349455,2022.4.8,77889,25948,0.992628,458,1575213595,0.9928322,0.8295
2022.3.28,울산광역시,울산광역시,20220344938,2022.4.7,136918,35773,1.000705,788,3272266908,1.0009159,0.8045
2022.3.25,경상북도 포항시,경상북도 ,20220342607,2022.4.6,104953,27127,1.00233,547,2273887000,1.0027283,0.8045
2022.3.24,경상남도 창원시,경상남도 ,20220338683,2022.4.5,121535,43450,1.00063,786,2946911668,1.000946,0.8045
2022.3.25,경기도 화성시,경기도 ,20220342595,2022.4.5,113726,59205,0.997935,679,2194324195,0.9983925,0.8045
2022.3.25,경기도 화성시,경기도 ,20220342477,2022.4.5,68058,36213,0.990778,414,1412534285,0.990892,0.8295
2022.3.25,경기도 화성시,경기도 ,20220342229,2022.4.5,53889,27732,1.000268,310,1134771280,1.0008034,0.8295
2022.3.24,전라북도 익산시,전라북도 ,20220339469,2022.4.4,16479,5336,1.000308,120,380490939,1.0031781,0.8495
2022.3.24,대구광역시,대구광역시,20220339455,2022.4.4,87717,27299,0.999213,520,1640181442,0.9992354,0.8045
2022.3.22,경상남도 양산시,경상남도 ,20220333749,2022.4.1,52179,4952,0.998863,308,1471686000,0.9990813,0.8295
2022.3.22,경상북도 김천시,경상북도 ,20220335936,2022.4.1,70029,25871,1.01081,495,1237837296,1.0125673,0.8295
2022.3.23,충청남도 아산시,충청남도 ,20220329017,2022.4.1,42650,29496,1.01308,287,1388706680,1.0138294,0.8495
2022.3.23,충청남도 아산시,충청남도 ,20220329053,2022.4.1,40313,27371,0.996908,267,1278095950,0.9971038,0.8495
2022.3.21,경기도 부천시,경기도 ,20220330025,2022.3.31,99463,38323,1.010108,759,2870718165,1.0108995,0.8045
2022.3.16,경기도 광명시,경기도 ,20220323300,2022.3.30,31319,7816,0.986455,203,963592676,0.9879,0.8495
2022.3.16,경기도 광명시,경기도 ,20220323342,2022.3.30,23002,5851,1.00404,169,768417467,1.004313,0.8495
2022.3.17,경기도 의정부시,경기도 ,20220325041,2022.3.29,254457,64177,0.994958,1762,6417587900,0.9952501,0.7295
2022.3.17,인천광역시 동구,인천광역시 ,20220327151,2022.3.29,168116,54921,0.985395,1321,4238629280,0.9860676,0.7295
2022.3.15,경기도 안성시,경기도 ,20220317187,2022.3.28,115605,37992,0.990558,986,2684194790,0.9917753,0.8045
2022.3.15,경기도 안성시,경기도 ,20220317182,2022.3.28,69057,22361,0.989038,530,1794594040,0.9892565,0.8045
2022.3.14,강원도 양양군,강원도 ,20220315923,2022.3.25,27083,11688,1.013828,209,733537560,1.0140576,0.8495
2022.3.16,경기도 양평군,경기도 ,20220323740,2022.3.25,59102,22491,0.990018,406,1238576292,0.9905754,0.8295
2022.3.15,전라북도 김제시,전라북도 ,20220321263,2022.3.25,70638,25641,0.986593,613,1774187480,0.9887112,0.8045
2022.3.14,부산광역시 북구,부산광역시 ,20220318151,2022.3.24,99269,5809,0.997438,797,1407178411,0.9977042,0.8045
2022.3.14,전라남도 화순군,전라남도 ,20220317849,2022.3.24,62711,7228,1.000308,379,1727620610,1.0006502,0.8295
2022.3.11,경상남도 양산시,경상남도 ,20220314959,2022.3.23,45145,7584,1.00097,311,1290329795,1.002179,0.8295
2022.3.11,서울특별시 중랑구,서울특별시 ,20220310475,2022.3.22,146925,44726,1.00305,1055,3545073000,1.0036615,0.7295
2022.3.11,전라북도 익산시,전라북도 ,20220315885,2022.3.21,44565,14532,1.006118,295,924756086,1.0062371,0.8495
2022.3.11,전라북도 익산시,전라북도 ,20220315973,2022.3.21,16479,5336,0.996393,120,380490939,1.0026645,0.8495
2022.3.8,서울특별시 강서구,서울특별시 ,20220308879,2022.3.18,53767,5367,1.004513,716,1685541000,1.0047877,0.8045
2022.3.11,인천광역시 남동구,인천광역시 ,20220316591,2022.3.18,66128,16512,1.005988,469,1757285712,1.0060079,0.8295
2022.3.15,서울특별시 금천구,서울특별시 ,20220311959,2022.3.18,42373,2942,1.00266,589,1398422117,1.0028296,0.8045
2022.3.8,인천광역시 동구청,인천광역시 ,20220311027,2022.3.18,73520,10146,0.991623,378,966792797,0.9920412,0.8295
2022.3.8,서울특별시 구로구,서울특별시 ,20220311008,2022.3.18,34412,8861,1.00512,295,885122740,1.0051299,0.8495
2022.3.8,강원도 춘천시,강원도 ,20220310930,2022.3.18,22861,5834,0.99327,98,849728730,0.9935244,0.8495
2022.3.8,전라남도 광양시,전라남도 ,20220311754,2022.3.17,170467,45723,1.001043,992,3608269413,1.0015906,0.8045
2022.3.3,경기도 광주시,경기도 ,20220302601,2022.3.15,306094,93613,0.990238,1690,4643927283,0.9909447,0.7295
2022.3.4,경기도 광명시,경기도 ,20220305434,2022.3.15,302444,90773,1.006638,1957,7526903099,1.00667,0.7295
2022.3.3,충청남도 천안시,충청남도 ,20220302512,2022.3.15,89843,28264,1.016403,556,1948157720,1.0178953,0.8045
2022.3.4,전라남도 고흥군,전라남도 ,20220238279,2022.3.15,30205,11167,1.00961,183,491351535,1.012,0.8495
2022.3.3,충청남도 아산시,충청남도 ,20220302566,2022.3.15,99241,30932,1.004855,603,2143808390,1.0049488,0.8045
2022.3.4,대구광역시,대구광역시,20220305361,2022.3.15,91766,8206,0.988063,399,2855472115,0.989529,0.8295
2022.3.3,충청남도 당진시,충청남도 ,20220302071,2022.3.14,124355,35354,0.9859,824,1576981580,0.9869,0.8045
2022.2.28,경기도 동두천시,경기도 ,20220222755,2022.3.11,74379,17916,1.002358,576,1697117390,1.0028975,0.8045
2022.2.25,서울특별시 구로구,서울특별시 ,20220235325,2022.3.11,73642,10464,1.003563,440,1936866740,1.0036138,0.8295
2022.2.28,부산광역시 해운대구,부산광역시 ,20220238023,2022.3.10,58452,4420,0.995183,320,1520653556,0.9951901,0.8295
2022.2.24,충청북도 제천시,충청북도 ,20220233820,2022.3.10,108556,23199,1.017205,630,2621637960,1.0176887,0.8045
2022.2.24,광주광역시 남구,광주광역시 ,20220234702,2022.3.7,86867,26837,0.99862,542,2251790470,0.9986937,0.8045
2022.2.21,경기도 양주시,경기도 ,20220229070,2022.3.7,49713,16039,1.000385,283,1054638308,1.0005612,0.8495
2022.2.21,충청남도 아산시,충청남도 ,20220222175,2022.3.4,31004,10394,1.004898,196,872785460,1.005311,0.8495
2022.2.21,전라북도 군산시,전라북도 ,20220226919,2022.3.3,140309,53578,0.999265,878,3312769260,0.9995997,0.8045
2022.2.18,인천광역시 연수구,인천광역시 ,20220226537,2022.3.3,18862,4866,1.004763,134,515799763,1.0052174,0.8495
2022.2.18,경상남도 거창군,경상남도 ,20220228025,2022.3.3,75363,23132,1.007285,443,2050864321,1.0086416,0.8295
2022.2.15,충청북도 제천시,충청북도 ,20220217650,2022.3.2,105227,28137,0.99103,564,1918592090,0.9920996,0.8045
2022.2.16,충청남도 천안시,충청남도 ,20220221183,2022.2.28,115002,32532,1.002058,654,3137365370,1.002167,0.8045
2022.2.15,경상북도 울진군,경상북도 ,20220218561,2022.2.28,57642,16891,0.992993,393,1477140899,0.9931988,0.8295
2022.2.15,경기도 파주시,경기도 ,20220217556,2022.2.25,96741,56914,0.998095,920,3193985000,0.9981627,0.8045
2022.2.14,대전광역시,대전광역시,20220216085,2022.2.24,143985,43761,1.000328,799,2660631640,1.0007791,0.8045
2022.2.3,경기도 광명시,경기도 ,20220201838,2022.2.24,460319,107514,0.990688,3585,12547076000,0.9931589,0.7295
2022.2.14,경기도 수원시,경기도 ,20220214777,2022.2.24,147162,49177,1.006568,796,2886498740,1.0069468,0.8045
2022.2.16,경기도 파주시,경기도 ,20220220188,2022.2.24,112085,35772,1.000085,1055,2518218000,1.0018285,0.7295
2022.2.14,서울특별시 송파구,서울특별시 ,20220217414,2022.2.24,15022,4253,0.99291,102,645784553,0.9938435,0.8495
2022.2.11,서울특별시 강남구,서울특별시 ,20220213993,2022.2.23,8514,2251,0.996375,42,475893000,0.9966322,0.8495
2022.2.11,서울특별시 강서구,서울특별시 ,20220214147,2022.2.23,3283,1314,0.992595,45,174040000,0.9980251,0.8495
2022.2.11,전라북도 전주시,전라북도 ,20220213230,2022.2.23,29854,8716,0.990758,181,778875201,0.993872,0.8495
2022.2.10,인천광역시 부평구,인천광역시 ,20220211780,2022.2.22,190651,59954,1.001075,1500,5321527493,1.0022171,0.7295
2022.2.10,경상남도 김해시,경상남도 ,20220212044,2022.2.22,53907,4657,0.99929,310,1360675430,0.9996994,0.8295
2022.2.10,강원도 원주시,강원도 ,20220209919,2022.2.21,99971,31423,0.984958,604,1743204417,0.9850429,0.8045
2022.2.10,강원도 원주시,강원도 ,20220209982,2022.2.21,78257,25108,0.996715,476,2034014470,0.9968374,0.8295
2022.2.9,충청남도 아산시,충청남도 ,20220209807,2022.2.21,103019,35336,1.00114,623,1779379912,1.0011442,0.8045
2022.1.25,경기도 광명시,경기도 ,20220125584,2022.2.17,385231,116624,0.999375,2878,10718013000,1.00088,0.7295
2022.2.7,전라남도 여수시,전라남도 ,20220205406,2022.2.17,31628,30614,0.993545,186,907822444,0.9971393,0.8495
2022.2.4,부산광역시 부산진구,부산광역시 ,20220203930,2022.2.17,20105,7073,1.001598,158,411685957,1.0054265,0.8495
2022.2.7,대구광역시 수성구,대구광역시 ,20220206120,2022.2.17,34050,8163,1.007558,219,1034997365,1.0077747,0.8495
2022.2.3,경기도 의정부시,경기도 ,20220201828,2022.2.15,145739,20435,0.996138,671,3650709460,0.9965878,0.8045
