공고날짜,발주청,시도,공고번호,입찰날짜,연면적,대지면적,예가율,세대수,기초금액,1순위예가율,낙찰하한율
2020.9.24,경기도 화성시,경기도 ,20200926068,2020.10.7,133222,49098,1.002743,707,2724504322,1.002998943,0.8045
2020.9.24,경기도 화성시,경기도 ,20200926100,2020.10.7,105418,38827,1.006778,808,2187911675,1.006885718,0.8045
2020.9.25,경기도 남양주시,경기도 ,20200922510,2020.10.7,55601,16371,1.002293,423,1514608688,1.002357661,0.8295
2020.9.21,충청북도 청주시,충청북도 ,20200922052,2020.10.5,71871,21856,1.00137,476,1427448287,1.001715817,0.8295
2020.9.18,경기도 의정부시,경기도 ,20200920327,2020.10.5,175891,64596,1.001115,1033,3732288725,1.001120343,0.7295
2020.9.25,광주광역시 광산구,광주광역시 ,20200921174,2020.10.5,90904,33357,1.004558,598,1710703530,1.005586886,0.8045
2020.9.23,경기도 남양주시,경기도 ,20200920606,2020.10.5,59696,12500,1.013035,350,1606316182,1.015365594,0.8295
2020.9.18,충청남도 아산시,충청남도 ,20200918757,2020.9.29,129270,35060,0.997928,817,2428043887,0.998069323,0.8045
2020.9.18,충청남도 아산시,충청남도 ,20200918663,2020.9.29,127215,43029,1.000733,756,2665954971,1.000880385,0.8045
2020.9.18,충청남도 아산시,충청남도 ,20200918816,2020.9.29,109191,29392,1.012725,662,2004509726,1.012999851,0.8045
2020.9.18,충청남도 아산시,충청남도 ,20200918842,2020.9.29,75759,20273,0.997925,489,1617429216,0.998200338,0.8295
2020.9.14,경상북도 포항시,경상북도 ,20200912984,2020.9.28,95116,25048,0.99961,659,2022327000,0.999691411,0.8045
2020.9.17,경기도 용인시,경기도 ,20200918287,2020.9.28,176139,35874,0.996525,1308,3779510256,0.997049952,0.7295
2020.9.21,경상남도 김해시,경상남도 ,20200914490,2020.9.25,134655,36698,0.998653,877,2556954835,0.998739391,0.8045
2020.9.17,인천광역시 남동구,인천광역시 ,20200915465,2020.9.25,151991,55708,0.980648,1115,3575843950,0.986341919,0.7295
2020.9.11,인천광역시 부평구,인천광역시 ,20200912249,2020.9.23,231267,62182,0.989305,1623,5339835154,0.989815764,0.7295
2020.9.10,부산광역시 남구,부산광역시 ,20200910478,2020.9.23,66669,17843,0.99758,449,1684796362,0.998051163,0.8295
2020.9.11,서울특별시 강남구,서울특별시 ,20200912171,2020.9.23,50411,6355,1.006553,256,2162852000,1.006654842,0.8495
2020.9.14,경기도 화성시,경기도 ,20200913996,2020.9.23,87207,30416,1.001815,556,1435900835,1.001835016,0.8045
2020.9.10,인천광역시 미추홀구,인천광역시 ,20200910222,2020.9.21,188194,51534,1.009025,1131,4841757243,1.009240233,0.7295
2020.9.9,경기도 고양시,경기도 ,20200907730,2020.9.18,97812,32564,0.987688,560,2178956000,0.987800025,0.8045
2020.9.8,경기도 성남시,경기도 ,20200906624,2020.9.18,37497,10851,0.996275,130,1098344133,0.996399588,0.8495
2020.9.8,경기도 성남시,경기도 ,20200906581,2020.9.18,35263,10624,0.996348,130,1047342882,0.996399107,0.8495
2020.9.9,대구광역시,대구광역시,20200908514,2020.9.18,132478,34642,1.001768,862,3138036071,1.001984114,0.8045
2020.9.7,경기도 평택시,경기도 ,20200903845,2020.9.17,189102,32014,0.994635,660,3614914020,0.996250143,0.8045
2020.9.3,경상북도 경산시,경상북도 ,20200903466,2020.9.16,65981,16198,1.001865,307,1627436811,1.002363894,0.8295
2020.9.4,강원도 원주시,강원도 ,20200809154,2020.9.15,140484,50502,0.988425,907,2149662473,0.988730528,0.8045
2020.9.2,서울특별시 강동구,서울특별시 ,20200901739,2020.9.14,146782,48230,0.997938,809,2843539892,0.998100062,0.8045
2020.9.1,충청북도 진천군,충청북도 ,20200824650,2020.9.14,151769,58918,1.007975,1010,2685486411,1.008422021,0.7295
2020.9.1,대구광역시 서구,대구광역시 ,20200901219,2020.9.11,232814,89032,1.002265,1594,4240816270,1.002390048,0.7295
2020.9.1,대구경북경제자유구역청,대구광역시,20200900389,2020.9.10,210414,59001,0.99636,894,3589986602,0.996657999,0.8045
2020.8.31,경기도 파주시,경기도 ,20200828291,2020.9.10,48214,6029,0.99211,300,1238535300,0.992149789,0.8295
2020.8.28,경상북도 경산시,경상북도 ,20200824585,2020.9.9,186414,45876,0.996425,1144,4471344944,0.996657999,0.7295
2020.8.25,대구광역시 달성군,대구광역시 ,20200821858,2020.9.4,127726,14881,0.992465,568,3085897165,0.992599598,0.8045
2020.8.25,경기도 파주시,경기도 ,20200820195,2020.9.3,296427,110566,1.006538,1926,5150776807,1.00654488,0.7295
2020.8.28,대구광역시 수성구,대구광역시 ,20200820366,2020.9.3,112559,30056,1.000655,795,2535569834,1.000780472,0.8045
2020.8.20,경기도 여주시,경기도 ,20200817536,2020.9.2,98753,33161,1.012663,640,1866468878,1.01272184,0.8045
2020.8.24,대구광역시,대구광역시,20200820768,2020.9.2,179416,20845,0.994443,840,4520495819,0.995440174,0.8045
2020.8.19,전라남도 순천시,전라남도 ,20200817026,2020.8.31,115722,35871,1.006455,632,2457614615,1.006511001,0.8045
2020.8.21,경기도 용인시,경기도 ,20200819318,2020.8.31,159450,44616,0.999735,999,3872658670,0.999799751,0.8045
2020.8.21,부산광역시,부산광역시,20200816159,2020.8.28,199579,52798,0.986153,1302,4731665719,0.987399013,0.7295
2020.8.18,경기도 광주시,경기도 ,20200813335,2020.8.27,248572,68638,0.996328,1475,4704409305,0.996400041,0.7295
2020.8.14,충청남도 금산군,충청남도 ,20200812945,2020.8.27,80554,25918,1.00376,597,1798121113,1.004199925,0.8045
2020.8.14,경기도 오산시,경기도 ,20200813423,2020.8.26,395441,130051,0.991475,2339,6982705630,0.992901933,0.7295
2020.8.18,충청남도 당진시,충청남도 ,20200812690,2020.8.26,162722,49512,0.990278,998,2889289510,0.990557522,0.8045
2020.8.10,광주광역시 남구,광주광역시 ,20200807240,2020.8.25,117450,45171,1.004878,741,3056000580,1.004900249,0.8045
2020.8.12,세종특별자치시,세종특별자치시,20200809960,2020.8.21,95102,36274,1.010393,458,1804489433,1.010797541,0.8295
2020.8.14,충청남도 당진시,충청남도 ,20200808749,2020.8.20,191196,57018,0.994978,1147,4082411822,0.995007115,0.7295
2020.8.6,경기도 의정부시,경기도 ,20200805178,2020.8.19,104166,32509,0.991373,832,2481784832,0.991990416,0.8045
2020.8.7,충청남도 아산시,충청남도 ,20200806056,2020.8.19,110292,39947,0.994528,763,2617113309,0.994686377,0.8045
2020.8.4,대전광역시,대전광역시,20200730272,2020.8.18,192111,18092,1.00859,998,4405650760,1.010002958,0.8045
2020.8.5,경기도 고양시,경기도 ,20200803932,2020.8.14,76200,11085,1.013393,366,2294342000,1.01426909,0.8295
2020.8.4,전라북도 완주군,전라북도 ,20200801669,2020.8.13,128582,47362,1.00759,818,2130318197,1.008798372,0.8045
2020.8.3,경상북도 구미시,경상북도 ,20200800399,2020.8.13,244376,59162,0.99867,1610,6084804616,0.999330363,0.7295
2020.8.4,전라북도 남원시,전라북도 ,20200801729,2020.8.12,78427,27449,0.99112,449,1458738769,0.991197854,0.8295
2020.7.30,광주광역시 남구,광주광역시 ,20200729819,2020.8.12,70157,8216,1.000813,397,1913177090,1.001202037,0.8295
2020.8.4,충청남도 천안시,충청남도 ,20200731085,2020.8.12,128527,29904,0.99729,816,2802087540,0.9974,0.8045
2020.7.31,경기도 남양주시,경기도 ,20200733785,2020.8.12,169971,35939,1.004078,740,4272309043,1.004105929,0.8045
2020.8.3,대구광역시,대구광역시,20200800627,2020.8.12,95020,8263,1.005768,419,2573063687,1.005780043,0.8295
2020.7.28,광주광역시 북구,광주광역시 ,20200730059,2020.8.10,404793,86361,0.99764,2490,10309908100,0.997839671,0.7295
2020.7.28,전라남도 여수시,전라남도 ,20200728886,2020.8.10,121156,33482,1.014765,604,2113497479,1.016470114,0.8045
2020.7.28,전라남도 여수시,전라남도 ,20200728920,2020.8.10,67091,20913,1.004905,287,1148787101,1.005400542,0.8495
2020.7.29,경기도 안성시,경기도 ,20200729581,2020.8.10,165703,53808,1.006088,1240,3467555930,1.009336696,0.7295
2020.7.28,전라남도 광양시,전라남도 ,20200729494,2020.8.6,119864,57934,0.992218,881,2857064456,0.993099714,0.8045
2020.7.21,울산광역시 중구,울산광역시 ,20200721510,2020.8.5,63330,4072,1.00768,312,1756711701,1.007910862,0.8295
2020.7.27,경기도 화성시,경기도 ,20200728281,2020.8.5,126052,56481,1.00872,744,2179479597,1.0089978,0.8045
2020.7.20,대구광역시,대구광역시,20200720224,2020.8.5,109654,10062,1.000565,532,2810189228,1.0011778,0.8045
2020.7.17,경기도 여주시,경기도 ,20200718657,2020.7.29,89971,29698,1.001483,602,1670435489,1.001720895,0.8045
2020.7.16,경기도 김포시,경기도 ,20200717953,2020.7.27,136749,42879,0.998458,841,2653207266,0.998498372,0.8045
2020.7.15,부산광역시 해운대구,부산광역시 ,20200715525,2020.7.24,80392,5919,1.004553,351,2463039739,1.004717625,0.8295
2020.7.16,전라북도 완주군,전라북도 ,20200716150,2020.7.24,87461,33477,1.002473,605,2079317249,1.002767359,0.8045
2020.7.10,울산광역시 중구,울산광역시 ,20200710369,2020.7.22,51753,15829,0.998825,401,1212685118,0.998873367,0.8295
2020.7.13,경기도 김포시,경기도 ,20200713482,2020.7.22,54061,44377,1.005425,286,1906292869,1.005690028,0.8495
2020.7.9,충청남도 예산군,충청남도 ,20200709792,2020.7.20,133910,50491,1.006455,868,2513798256,1.006576159,0.8045
2020.7.3,대구광역시,대구광역시,20200703338,2020.7.20,94439,8181,0.983123,301,2340056855,0.984583219,0.8295
2020.7.7,광주광역시 북구,광주광역시 ,20200706404,2020.7.17,59299,23163,0.98994,414,1428054189,0.989955901,0.8295
2020.7.8,충청남도 아산시,충청남도 ,20200707671,2020.7.17,143664,43370,1.003253,922,2683801303,1.003460609,0.8045
2020.7.8,경기도 화성시,경기도 ,20200708683,2020.7.17,78312,28763,1.003348,531,1871910959,1.003458036,0.8045
2020.7.7,대구광역시 달서구,대구광역시 ,20200706315,2020.7.16,161043,45011,1.00336,1021,3444802244,1.003487005,0.7295
2020.7.1,울산광역시 남구,울산광역시 ,20200628258,2020.7.16,54724,22035,0.984735,384,1330294068,0.985245818,0.8295
2020.7.8,대구광역시 남구,대구광역시 ,20200708897,2020.7.16,59452,17103,1.00701,412,1277083570,1.007155093,0.8295
2020.7.3,경기도 의정부시,경기도 ,20200639298,2020.7.15,63315,3750,0.999318,395,1943359032,1.025677589,0.8295
2020.7.2,경상북도 포항시,경상북도 ,20200701278,2020.7.13,228997,76205,1.003475,1717,5037218000,1.003800082,0.7295
2020.7.1,경기도 광주시,경기도 ,20200641229,2020.7.10,72348,21159,0.996973,467,1747230324,0.997266626,0.8295
2020.6.30,전라북도 익산시,전라북도 ,20200640427,2020.7.10,53677,16593,1.000925,344,1073236134,1.001266643,0.8295
2020.6.30,경기도 광주시,경기도 ,20200640210,2020.7.9,70372,21576,0.994918,472,1697673765,0.995026787,0.8295
2020.6.29,대구광역시 남구,대구광역시 ,20200630160,2020.7.8,59452,17103,1.016382,412,1277083570,1.016669969,0.8295
2020.6.22,강원도 춘천시,강원도 ,20200630790,2020.7.7,140080,39214,0.991363,782,2738559827,0.99137004,0.8045
2020.6.19,대구광역시,대구광역시,20200629282,2020.7.6,165239,16567,0.991223,854,4095469048,0.991226537,0.8045
2020.6.26,경기도 김포시,경기도 ,20200635594,2020.7.3,65026,21986,1.013203,544,1580682816,1.013526165,0.8045
2020.6.25,경기도 하남시,경기도 ,20200631754,2020.7.2,126214,22128,1.00264,496,2574336107,1.002799554,0.8295
2020.6.23,경기도 광주시,경기도 ,20200632382,2020.7.2,85255,28494,0.99108,565,2213648495,0.991346861,0.8045
2020.6.22,경기도 수원시,경기도 ,20200630583,2020.7.2,259371,84500,0.988555,1509,6233689050,0.988647731,0.7295
2020.6.18,경기도 양평군,경기도 ,20200627187,2020.7.1,58131,20785,0.9943,439,1375176807,0.994629512,0.8295
2020.6.22,경기도 화성시,경기도 ,20200632391,2020.7.1,169369,67223,1.013135,1050,3561250198,1.014432968,0.7295
2020.6.22,경기도 화성시,경기도 ,20200632398,2020.7.1,126321,50877,1.000385,824,2680547395,1.000904065,0.8045
2020.6.19,경기도 파주시,경기도 ,20200628789,2020.6.30,126276,57484,1.002223,778,2521433210,1.002312057,0.8045
2020.6.19,경기도 시흥시,경기도 ,20200626069,2020.6.29,124580,40186,0.988198,826,2615784574,0.989040771,0.8045
2020.6.17,충청남도 천안시,충청남도 ,20200625053,2020.6.29,95693,28868,0.983478,655,1941270069,0.98589995,0.8045
2020.6.18,전라남도 광양시,전라남도 ,20200627362,2020.6.29,186359,57890,1.00194,1114,3883162196,1.002549161,0.7295
2020.6.17,경기도 고양시,경기도 ,20200623033,2020.6.26,52364,20778,1.00471,331,1265264870,1.004822881,0.8295
2020.6.16,경기도 안양시,경기도 ,20200621035,2020.6.25,424220,94193,0.998338,2886,10953463909,0.998899082,0.7295
2020.6.10,경기도 평택시,경기도 ,20200615064,2020.6.25,169757,32217,1.001173,665,4291026130,1.004053574,0.8045
2020.6.18,경기도 화성시,경기도 ,20200623920,2020.6.25,264607,97925,0.989703,1846,5585139716,0.990585168,0.7295
2020.6.18,부산광역시 남구,부산광역시 ,20200612152,2020.6.24,224239,58029,1.003093,1374,4865220013,1.00335486,0.7295
2020.6.16,경기도 시흥시,경기도 ,20200619611,2020.6.24,130893,44980,0.989393,930,2662916160,0.990862202,0.8045
2020.6.11,대전광역시,대전광역시,20200616196,2020.6.23,182763,56582,1.001625,1059,3542449709,1.001646895,0.7295
2020.6.11,대전광역시,대전광역시,20200616233,2020.6.23,117488,36877,1.005268,688,2293885127,1.005274879,0.8045
2020.6.11,대구광역시 동구,대구광역시 ,20200616880,2020.6.23,200238,46080,0.99502,1079,3659939980,0.99536196,0.7295
2020.6.11,대구광역시 서구,대구광역시 ,20200617502,2020.6.23,251617,59346,0.99355,1526,5990346543,0.993699986,0.7295
2020.6.11,대구광역시 서구,대구광역시 ,20200617662,2020.6.23,130568,39878,0.99726,856,3029207643,0.997499975,0.8045
2020.6.11,충청남도 서산시,충청남도 ,20200616508,2020.6.22,132956,40796,1.001473,861,2639402566,1.00148706,0.8045
2020.6.9,서울특별시 성동구,서울특별시 ,20200608305,2020.6.18,130174,23468,0.982628,825,3993880604,0.983652132,0.8045
2020.6.9,경기도 양평군,경기도 ,20200613004,2020.6.18,59952,23978,1.00471,420,1145352616,1.005182785,0.8295
2020.6.5,부산광역시 영도구,부산광역시 ,20200608637,2020.6.18,176918,65557,0.992295,1228,4125931793,0.992335134,0.7295
2020.5.27,대전광역시 동구,대전광역시 ,20200534589,2020.6.17,82351,7350,0.98992,358,2271461079,0.99119349,0.8295
2020.6.4,경기도 평택시,경기도 ,20200607744,2020.6.15,207154,74381,1.007325,1516,4795303188,1.007799589,0.7295
2020.6.4,경기도 평택시,경기도 ,20200607760,2020.6.15,87107,32627,1.003505,583,1796633798,1.00361778,0.8045
2020.6.5,부산광역시 해운대구,부산광역시 ,20200602924,2020.6.12,120847,7730,0.994475,638,3616111037,0.994609639,0.8045
2020.6.1,대구광역시 동구,대구광역시 ,20200601673,2020.6.11,206894,43858,1.001215,1190,4849417647,1.001580096,0.7295
2020.6.2,경기도 평택시,경기도 ,20200602604,2020.6.11,128270,52674,1.002063,820,2268891065,1.002179963,0.8045
2020.5.28,전라남도 순천시,전라남도 ,20200537305,2020.6.9,109150,36702,1.003368,727,1770966779,1.038,0.8045
2020.5.28,전라남도 순천시,전라남도 ,20200537258,2020.6.9,95836,34438,0.993505,613,2086868934,1.028763681,0.8045
2020.5.27,인천광역시 미추홀구,인천광역시 ,20200534615,2020.6.8,113118,9612,1.005815,345,2770682343,1.006099771,0.8295
2020.5.22,경기도 양주시,경기도 ,20200529408,2020.6.8,81225,28390,1.007683,424,1486310750,1.00772997,0.8295
2020.5.26,부산광역시 연제구,부산광역시 ,20200527096,2020.6.4,705277,238922,1.000825,4470,17068815746,1.001167544,0.7295
2020.5.19,전라북도 전주시,전라북도 ,20200520568,2020.6.3,80234,24746,1.011953,499,1915930044,1.012,0.8295
2020.5.22,경상남도 김해시,경상남도 ,20200528383,2020.6.3,88727,26265,0.998705,629,2114695993,0.999113064,0.8045
2020.5.27,부산광역시 남구,부산광역시 ,20200527392,2020.6.2,149403,54241,0.994258,1057,3339056182,0.994744496,0.7295
2020.5.22,경기도 화성시,경기도 ,20200528805,2020.6.2,146581,48039,1.004175,772,1634106478,1.00441964,0.8045
2020.5.21,대구광역시 중구,대구광역시 ,20200525955,2020.6.1,219095,73233,0.984155,1501,4810598098,0.986004652,0.7295
2020.5.19,광주광역시 북구,광주광역시 ,20200522380,2020.5.29,59938,22396,1.001235,406,1271398826,1.001259855,0.8295
2020.5.22,경기도 용인시,경기도 ,20200529173,2020.5.29,86419,28740,1.004508,627,1799585476,1.005258086,0.8045
2020.5.20,경상남도 밀양시,경상남도 ,20200520884,2020.5.28,81669,25123,0.997785,560,1819702608,0.997902424,0.8045
2020.5.14,충청남도 계룡시,충청남도 ,20200517202,2020.5.25,117505,39853,1.000488,905,2680516750,1.001203021,0.8045
2020.5.12,대구광역시 동구,대구광역시 ,20200512843,2020.5.22,93200,25177,1.003168,627,2188912590,1.003682511,0.8045
2020.5.11,경기도 시흥시,경기도 ,20200510371,2020.5.21,101037,31842,1.008888,656,1924629947,1.008945059,0.8045
2020.4.29,경기도 양주시,경기도 ,20200443142,2020.5.15,165912,64837,0.995778,1086,3417117515,0.996254298,0.7295
2020.5.8,경기도 양주시,경기도 ,20200444454,2020.5.15,112468,50239,0.989363,935,2270185910,0.9898889,0.8045
2020.5.1,경상남도 김해시,경상남도 ,20200500694,2020.5.13,209278,35746,0.980663,1400,4623658141,0.984727471,0.7295
2020.4.29,대구광역시 서구,대구광역시 ,20200443398,2020.5.11,241948,68443,0.998983,1678,5547756027,0.998991117,0.7295
2020.4.29,광주광역시 동구,광주광역시 ,20200443697,2020.5.8,66720,27332,0.988475,454,1516722025,0.988620952,0.8295
2020.4.28,대구광역시 동구,대구광역시 ,20200439725,2020.5.8,163876,47768,0.99686,1122,3109343634,0.99707257,0.7295
2020.4.28,경기도 의정부시,경기도 ,20200440023,2020.5.8,119190,36193,1.006255,926,2294521929,1.007093449,0.8045
2020.4.23,인천광역시 경제자유구역청,인천광역시 ,20200434724,2020.5.7,211786,66047,0.998283,1100,5310918577,0.998489513,0.7295
2020.4.21,경상북도 포항시,경상북도 ,20200429198,2020.5.4,123069,38320,1.000915,956,2650079000,1.001314941,0.8045
2020.4.20,경상남도 양산시,경상남도 ,20200428212,2020.5.1,164829,56014,0.996058,993,3205630271,0.996188515,0.8045
2020.4.20,경상남도 양산시,경상남도 ,20200428074,2020.5.1,101308,34533,0.99592,614,1998391095,0.996173039,0.8045
2020.4.20,경상남도 양산시,경상남도 ,20200427999,2020.5.1,76298,26107,1.010635,477,1603330967,1.012,0.8295
2020.4.14,대구광역시 동구,대구광역시 ,20200420384,2020.4.24,207599,80196,0.991365,1265,4452153372,0.992427019,0.7295
2020.4.20,경기도 광주시,경기도 ,20200421030,2020.4.23,166516,56212,0.998318,1108,4603251008,0.998524003,0.7295
2020.4.20,인천광역시 경제자유구역청,인천광역시 ,20200422034,2020.4.23,139326,53393,1.009023,909,2989933785,1.010371722,0.8045
2020.4.3,경기도 수원시,경기도 ,20200404928,2020.4.20,223452,31060,1.009413,665,5588560960,1.009493487,0.8045
2020.4.1,강원도 속초시,강원도 ,20200400852,2020.4.17,93710,25729,1.01553,568,2487639560,1.016928428,0.8045
2020.4.7,인천광역시 부평구,인천광역시 ,20200410427,2020.4.17,70154,10791,1.002938,438,1772691213,1.003079771,0.8295
2020.4.8,경기도 용인시,경기도 ,20200413187,2020.4.17,89089,25615,0.999558,677,2376617369,0.999906551,0.8045
2020.4.8,서울특별시 중랑구,서울특별시 ,20200414030,2020.4.17,286367,36278,0.989978,495,5122428000,0.990328198,0.8295
2020.4.8,경기도 용인시,경기도 ,20200413125,2020.4.16,301414,79480,1.00079,1766,5675512741,1.001894188,0.7295
2020.4.3,경기도 평택시,경기도 ,20200405963,2020.4.14,93815,33522,1.001068,649,2161928658,1.001338024,0.8045
2020.4.1,경기도 수원시,경기도 ,20200400987,2020.4.13,493468,171786,1.001298,3432,10416154870,1.001312749,0.7295
2020.3.31,부산광역시 부산진구,부산광역시 ,20200356844,2020.4.10,118280,26968,0.99958,806,1986485708,0.999632853,0.8045
2020.3.31,인천광역시 부평구,인천광역시 ,20200356799,2020.4.10,87443,26449,1.001495,726,2128987663,1.001699838,0.8045
2020.3.30,경기도 수원시,경기도 ,20200354252,2020.4.9,163244,53075,1.004598,1130,3771536300,1.005195394,0.7295
2020.4.1,충청남도 아산시,충청남도 ,20200355657,2020.4.9,123735,49990,1.006363,791,2379189312,1.006578794,0.8045
2020.4.1,부산광역시 부산진구,부산광역시 ,20200352000,2020.4.8,314939,107329,0.993603,2195,7755241959,0.994399945,0.7295
2020.3.27,부산광역시 연제구,부산광역시 ,20200351848,2020.4.7,93527,27702,1.0005,612,1821727495,1.000540012,0.8045
2020.3.26,충청남도 천안시,충청남도 ,20200348648,2020.4.7,167401,41323,1.01644,1023,3616080808,1.016478465,0.7295
2020.3.25,강원도 원주시,강원도 ,20200347375,2020.4.6,227715,114426,0.996463,1215,3798326061,0.997459698,0.7295
2020.3.25,경상남도 창원시,경상남도 ,20200347405,2020.4.6,157713,32453,0.99899,956,3688679187,0.999486986,0.8045
2020.3.19,강원도 속초시,강원도 ,20200335028,2020.4.3,86913,7062,0.989623,454,2619137270,0.989689018,0.8295
2020.3.23,인천광역시 서구,인천광역시 ,20200339636,2020.4.1,166090,35564,0.990468,1218,3670380136,0.99070928,0.7295
2020.3.23,대구광역시,대구광역시,20200341996,2020.4.1,88446,8008,0.984478,429,2365864216,0.984500072,0.8295
2020.3.26,경기도 하남시,경기도 ,20200338171,2020.3.31,141518,43306,0.99975,866,2825786635,1.000054394,0.8045
2020.3.24,경기도 양주시,경기도 ,20200337224,2020.3.30,134614,44850,0.984608,767,2935107693,0.984752791,0.8045
2020.3.19,전라남도 화순군,전라남도 ,20200334468,2020.3.30,74124,12897,0.986993,363,1833851156,0.987373261,0.8295
2020.3.17,충청남도 천안시,충청남도 ,20200330266,2020.3.27,79369,23157,1.004388,584,1625124966,1.004633551,0.8045
2020.3.13,인천광역시 부평구,인천광역시 ,20200325253,2020.3.26,57175,15914,0.9813,413,1319183786,0.983474767,0.8295
2020.3.20,경기도 여주시,경기도 ,20200324212,2020.3.25,89981,38631,0.993258,605,1385749170,0.99328941,0.8045
2020.3.6,대구광역시,대구광역시,20200311589,2020.3.24,91646,9462,1.012865,410,2402370650,1.013638095,0.8295
2020.3.11,대전광역시,대전광역시,20200319263,2020.3.23,121946,41435,1.008308,760,2313586770,1.009331983,0.8045
2020.3.12,경기도 양주시,경기도 ,20200322279,2020.3.23,208625,71460,1.003993,1246,3504548455,1.004990007,0.7295
2020.3.12,광주광역시 남구,광주광역시 ,20200323425,2020.3.23,69899,23196,0.997288,418,1447514850,0.997330283,0.8295
2020.3.10,경기도 수원시,경기도 ,20200318244,2020.3.23,215971,77230,0.998838,1378,4581989480,0.999459904,0.7295
2020.3.16,대구광역시 수성구,대구광역시 ,20200323774,2020.3.23,187741,54560,0.990575,1299,4413712016,0.991345456,0.7295
2020.3.11,경기도 양주시,경기도 ,20200320062,2020.3.20,134218,46529,1.00191,804,2666411176,1.002105333,0.8045
2020.3.6,경기도 시흥시,경기도 ,20200312254,2020.3.19,87469,28430,1.007825,578,1728963382,1.008954991,0.8045
2020.3.5,전라북도 전주시,전라북도 ,20200309200,2020.3.18,105145,30327,0.993763,576,1844544626,0.993796122,0.8045
2020.3.4,대구광역시,대구광역시,20200304760,2020.3.18,145477,12393,1.00021,555,3259768553,1.000329149,0.8045
2020.3.5,경기도 시흥시,경기도 ,20200234596,2020.3.17,125198,46121,1.00921,916,2775116697,1.009347309,0.8045
2020.3.6,충청북도 충북경제자유구역청,충청북도 ,20200309324,2020.3.17,195650,65543,1.008913,1516,2789274904,1.009349417,0.7295
2020.3.4,충청남도 당진시,충청남도 ,20200235946,2020.3.16,177160,54396,0.999235,1084,3140707225,1.000043245,0.7295
2020.3.4,경기도 화성시,경기도 ,20200307513,2020.3.13,72079,25352,0.991015,380,1425990979,0.991313828,0.8295
2020.3.2,경기도 양주시,경기도 ,20200302801,2020.3.12,209525,70508,1.010108,1228,3519371785,1.010274393,0.7295
2020.2.28,대구광역시 동구,대구광역시 ,20200228865,2020.3.11,153483,42260,1.000128,983,2501459429,1.000714506,0.8045
2020.2.28,부산광역시 연제구,부산광역시 ,20200248390,2020.3.10,66176,6747,0.993818,405,1805181193,0.994077854,0.8295
2020.3.3,서울특별시 광진구,서울특별시 ,20200246656,2020.3.9,142043,31634,1.007035,878,3517017799,1.007339995,0.8045
2020.3.4,인천광역시 경제자유구역청,인천광역시 ,20200236944,2020.3.9,59461,16950,0.99912,342,1799049274,0.999468354,0.8295
2020.3.2,경기도 광명시,경기도 ,20200239050,2020.3.5,174692,47940,0.9932,1187,3818014437,0.993235225,0.7295
2020.2.21,서울특별시 동대문구,서울특별시 ,20200237108,2020.3.5,150487,43129,1.006143,1048,3700160000,1.006632653,0.7295
2020.2.24,광주광역시 동구,광주광역시 ,20200239904,2020.3.4,45148,19684,1.00432,286,1180303060,1.004380859,0.8495
2020.2.20,서울특별시 강동구,서울특별시 ,20200233677,2020.3.3,230516,38509,1.00121,999,6357401201,1.001280808,0.8045
2020.2.21,인천광역시 경제자유구역청,인천광역시 ,20200237058,2020.3.3,81185,32336,0.99843,534,1622442798,0.998632269,0.8045
2020.2.24,부산광역시 부산진구,부산광역시 ,20200232253,2020.3.2,202797,66666,1.007443,1338,4963868737,1.009333448,0.7295
2020.2.19,울산광역시,울산광역시,20200231503,2020.3.2,226524,61607,0.998133,1316,4949619265,0.998200576,0.7295
2020.2.20,울산광역시,울산광역시,20200231242,2020.3.2,217929,58736,0.992578,1371,4930880015,0.993299849,0.7295
2020.2.20,경기도 고양시,경기도 ,20200233201,2020.3.2,115124,35405,0.985793,620,2758218010,0.987397676,0.8045
2020.2.13,서울특별시 은평구,서울특별시 ,20200218967,2020.2.28,99932,27254,1.00697,752,2680682055,1.007878247,0.8045
2020.2.21,경기도 고양시,경기도 ,20200229062,2020.2.28,54937,18882,1.015673,318,1389683280,1.016464846,0.8295
2020.2.19,경기도 화성시,경기도 ,20200232512,2020.2.28,187461,63066,0.992883,1297,4229501119,0.993099781,0.7295
2020.2.11,서울특별시 성북구,서울특별시 ,20200206297,2020.2.26,77174,13449,1.001815,395,2370147414,1.001874997,0.8295
2020.2.21,경기도 용인시,경기도 ,20200231241,2020.2.26,258768,79362,1.007993,1963,5025072972,1.008210994,0.7295
2020.2.14,경기도 평택시,경기도 ,20200223545,2020.2.25,136360,56319,0.993808,877,2416919148,0.994157377,0.8045
2020.2.13,서울특별시 은평구,서울특별시 ,20200218143,2020.2.25,100365,31797,0.998938,672,2530283720,0.999206998,0.8045
2020.2.14,대구광역시 수성구,대구광역시 ,20200223431,2020.2.25,52841,5476,0.993538,207,1503564348,0.993573902,0.8495
2020.2.19,세종특별자치시,세종특별자치시,20200219216,2020.2.24,58817,13684,1.001418,326,1326170591,1.001460374,0.8295
2020.2.10,경상북도 경산시,경상북도 ,20200210764,2020.2.21,141472,37905,0.997388,960,2666312486,0.997424114,0.8045
2020.2.7,인천광역시 부평구,인천광역시 ,20200209820,2020.2.19,213087,76157,0.997163,1559,4253744638,0.998031104,0.7295
2020.2.10,전라남도 광양시,전라남도 ,20200210650,2020.2.18,115353,35715,0.99653,704,2739469115,0.996550255,0.8045
